round,spid,label
1,10001123,2
1,10001124,2
1,10001126,0
1,10001127,2
1,10001132,2
1,10001133,2
1,10001136,0
1,10001137,2
1,10001138,2
1,10001139,2
1,10001140,1
1,10001141,2
1,10001142,0
1,10001143,2
1,10001144,0
1,10001147,2
1,10001148,2
1,10001150,0
1,10001152,1
1,10001154,2
1,10001157,0
1,10001158,2
1,10001159,2
1,10001160,0
1,10001165,2
1,10001166,2
1,10001167,2
1,10001168,2
1,10001171,0
1,10001172,2
1,10001173,0
1,10001174,0
1,10001175,2
1,10001176,2
1,10001177,2
1,10001178,1
1,10001179,2
1,10001181,0
1,10001183,2
1,10001188,2
1,10001191,0
1,10001192,2
1,10001193,2
1,10001194,2
1,10001195,2
1,10001196,2
1,10001197,0
1,10001198,2
1,10001199,2
1,10001200,2
1,10001203,2
1,10001204,2
1,10001205,0
1,10001206,2
1,10001207,0
1,10001208,0
1,10001209,2
1,10001213,0
1,10001215,2
1,10001217,2
1,10001218,2
1,10001219,2
1,10001224,2
1,10001229,1
1,10001230,0
1,10001231,2
1,10001232,2
1,10001233,0
1,10001234,2
1,10001235,2
1,10001237,0
1,10001238,2
1,10001241,2
1,10001242,2
1,10001246,2
1,10001247,0
1,10001248,2
1,10001250,2
1,10001252,0
1,10001253,2
1,10001254,0
1,10001255,2
1,10001257,0
1,10001258,2
1,10001260,2
1,10001261,1
1,10001262,2
1,10001263,2
1,10001265,0
1,10001266,2
1,10001268,2
1,10001269,0
1,10001270,0
1,10001271,2
1,10001272,2
1,10001273,1
1,10001276,0
1,10001278,0
1,10001280,0
1,10001282,2
1,10001284,2
1,10001286,2
1,10001287,2
1,10001288,2
1,10001289,2
1,10001290,2
1,10001291,0
1,10001292,2
1,10001295,2
1,10001296,2
1,10001297,2
1,10001300,2
1,10001301,0
1,10001303,2
1,10001304,2
1,10001305,1
1,10001306,2
1,10001308,2
1,10001310,2
1,10001311,1
1,10001312,2
1,10001315,0
1,10001316,0
1,10001317,2
1,10001322,2
1,10001326,0
1,10001331,2
1,10001332,2
1,10001333,0
1,10001334,0
1,10001335,2
1,10001337,2
1,10001338,0
1,10001339,0
1,10001340,2
1,10001342,0
1,10001343,2
1,10001347,2
1,10001348,2
1,10001351,2
1,10001352,2
1,10001354,2
1,10001357,0
1,10001358,1
1,10001359,2
1,10001361,2
1,10001362,0
1,10001365,2
1,10001369,2
1,10001370,2
1,10001371,2
1,10001372,2
1,10001373,2
1,10001374,0
1,10001375,2
1,10001378,2
1,10001380,2
1,10001381,2
1,10001383,2
1,10001384,2
1,10001385,2
1,10001386,2
1,10001387,2
1,10001388,0
1,10001391,0
1,10001392,2
1,10001394,0
1,10001395,0
1,10001397,1
1,10001398,2
1,10001399,2
1,10001400,2
1,10001402,1
1,10001403,2
1,10001404,2
1,10001406,1
1,10001408,2
1,10001409,2
1,10001410,2
1,10001411,1
1,10001412,2
1,10001413,2
1,10001414,2
1,10001416,0
1,10001417,2
1,10001418,2
1,10001420,2
1,10001423,2
1,10001426,2
1,10001427,2
1,10001428,2
1,10001429,1
1,10001430,2
1,10001431,1
1,10001435,0
1,10001436,2
1,10001440,2
1,10001442,2
1,10001445,2
1,10001446,2
1,10001447,2
1,10001448,2
1,10001453,2
1,10001454,2
1,10001457,0
1,10001458,0
1,10001461,2
1,10001462,0
1,10001463,2
1,10001466,2
1,10001467,2
1,10001468,2
1,10001469,2
1,10001470,2
1,10001472,2
1,10001474,0
1,10001475,2
1,10001477,2
1,10001478,1
1,10001479,2
1,10001480,0
1,10001481,2
1,10001483,2
1,10001484,2
1,10001485,0
1,10001486,2
1,10001487,2
1,10001488,2
1,10001489,2
1,10001490,0
1,10001496,0
1,10001497,1
1,10001498,2
1,10001501,2
1,10001503,0
1,10001504,2
1,10001505,2
1,10001506,2
1,10001508,2
1,10001510,0
1,10001513,2
1,10001514,0
1,10001515,2
1,10001516,2
1,10001517,2
1,10001519,2
1,10001520,2
1,10001521,1
1,10001522,0
1,10001523,2
1,10001526,1
1,10001528,2
1,10001529,0
1,10001530,0
1,10001531,0
1,10001532,2
1,10001535,2
1,10001536,2
1,10001537,2
1,10001540,1
1,10001541,2
1,10001542,2
1,10001546,2
1,10001547,0
1,10001548,0
1,10001549,2
1,10001550,0
1,10001551,2
1,10001552,1
1,10001553,0
1,10001554,0
1,10001555,1
1,10001557,2
1,10001558,0
1,10001559,2
1,10001561,2
1,10001562,2
1,10001563,2
1,10001564,2
1,10001566,2
1,10001567,0
1,10001571,2
1,10001575,2
1,10001576,2
1,10001578,2
1,10001579,0
1,10001580,2
1,10001582,2
1,10001584,1
1,10001585,0
1,10001588,2
1,10001590,2
1,10001592,2
1,10001593,1
1,10001594,2
1,10001596,0
1,10001598,2
1,10001599,0
1,10001602,0
1,10001604,2
1,10001605,2
1,10001611,2
1,10001612,2
1,10001614,2
1,10001615,0
1,10001616,2
1,10001617,2
1,10001618,2
1,10001620,2
1,10001621,1
1,10001623,2
1,10001624,2
1,10001628,2
1,10001629,2
1,10001631,1
1,10001633,2
1,10001634,0
1,10001635,2
1,10001637,2
1,10001638,0
1,10001639,2
1,10001642,2
1,10001643,2
1,10001645,2
1,10001649,0
1,10001650,2
1,10001651,2
1,10001652,2
1,10001653,0
1,10001654,2
1,10001655,0
1,10001656,1
1,10001657,0
1,10001658,2
1,10001659,1
1,10001662,2
1,10001663,2
1,10001664,0
1,10001666,2
1,10001669,2
1,10001670,2
1,10001672,2
1,10001680,1
1,10001681,2
1,10001688,2
1,10001689,2
1,10001693,0
1,10001694,0
1,10001696,2
1,10001697,0
1,10001699,2
1,10001700,1
1,10001701,1
1,10001704,2
1,10001705,2
1,10001706,2
1,10001707,2
1,10001708,2
1,10001709,0
1,10001710,2
1,10001711,2
1,10001712,0
1,10001714,2
1,10001715,2
1,10001716,2
1,10001717,2
1,10001718,0
1,10001719,2
1,10001721,0
1,10001723,2
1,10001726,2
1,10001729,2
1,10001731,0
1,10001733,2
1,10001735,0
1,10001736,2
1,10001738,0
1,10001740,0
1,10001743,2
1,10001744,2
1,10001746,1
1,10001749,2
1,10001753,2
1,10001754,2
1,10001755,2
1,10001758,2
1,10001760,2
1,10001762,2
1,10001763,2
1,10001764,1
1,10001765,1
1,10001766,2
1,10001767,2
1,10001769,2
1,10001770,2
1,10001771,0
1,10001772,0
1,10001774,0
1,10001775,0
1,10001776,2
1,10001778,0
1,10001780,2
1,10001783,2
1,10001786,0
1,10001788,0
1,10001789,0
1,10001793,2
1,10001795,2
1,10001796,2
1,10001801,2
1,10001803,0
1,10001810,2
1,10001811,2
1,10001812,0
1,10001813,2
1,10001814,2
1,10001816,2
1,10001819,2
1,10001820,2
1,10001823,0
1,10001824,1
1,10001825,2
1,10001826,2
1,10001828,2
1,10001830,0
1,10001832,0
1,10001833,2
1,10001835,0
1,10001836,0
1,10001837,2
1,10001838,2
1,10001839,2
1,10001840,2
1,10001841,2
1,10001843,2
1,10001844,2
1,10001845,0
1,10001846,2
1,10001847,2
1,10001849,2
1,10001851,2
1,10001852,2
1,10001854,2
1,10001855,2
1,10001856,2
1,10001857,1
1,10001859,2
1,10001861,2
1,10001863,2
1,10001867,0
1,10001868,0
1,10001869,2
1,10001871,2
1,10001872,0
1,10001875,0
1,10001877,2
1,10001879,0
1,10001885,2
1,10001886,1
1,10001887,1
1,10001888,2
1,10001889,2
1,10001890,2
1,10001891,2
1,10001892,2
1,10001893,2
1,10001896,0
1,10001897,2
1,10001898,2
1,10001899,0
1,10001900,0
1,10001903,2
1,10001904,2
1,10001905,2
1,10001906,2
1,10001910,2
1,10001913,1
1,10001915,0
1,10001916,2
1,10001922,0
1,10001923,0
1,10001925,2
1,10001928,0
1,10001930,2
1,10001931,2
1,10001932,0
1,10001934,0
1,10001935,2
1,10001936,0
1,10001937,0
1,10001938,2
1,10001942,2
1,10001945,2
1,10001946,2
1,10001950,2
1,10001956,1
1,10001959,1
1,10001962,2
1,10001963,2
1,10001965,2
1,10001967,2
1,10001970,2
1,10001971,2
1,10001972,2
1,10001979,2
1,10001981,2
1,10001984,0
1,10001986,2
1,10001989,2
1,10001990,2
1,10001996,2
1,10001997,0
1,10001998,0
1,10001999,2
1,10002000,0
1,10002002,0
1,10002004,0
1,10002007,0
1,10002008,2
1,10002009,2
1,10002013,1
1,10002015,0
1,10002016,2
1,10002017,1
1,10002018,2
1,10002019,2
1,10002020,2
1,10002022,0
1,10002023,2
1,10002024,1
1,10002026,2
1,10002028,0
1,10002030,2
1,10002032,0
1,10002034,2
1,10002035,2
1,10002037,0
1,10002038,2
1,10002040,2
1,10002042,2
1,10002043,2
1,10002046,0
1,10002047,2
1,10002049,2
1,10002053,1
1,10002055,2
1,10002056,2
1,10002059,0
1,10002060,2
1,10002062,2
1,10002064,0
1,10002067,2
1,10002068,1
1,10002069,2
1,10002071,0
1,10002072,2
1,10002075,2
1,10002076,2
1,10002077,2
1,10002078,0
1,10002079,2
1,10002080,2
1,10002082,0
1,10002083,2
1,10002085,2
1,10002086,2
1,10002088,2
1,10002089,2
1,10002092,2
1,10002095,2
1,10002097,2
1,10002098,2
1,10002099,2
1,10002101,0
1,10002102,2
1,10002103,2
1,10002108,2
1,10002109,2
1,10002110,2
1,10002111,2
1,10002112,2
1,10002117,2
1,10002118,0
1,10002119,2
1,10002120,2
1,10002121,2
1,10002122,0
1,10002123,0
1,10002128,1
1,10002131,2
1,10002133,2
1,10002135,2
1,10002136,0
1,10002137,2
1,10002140,2
1,10002141,1
1,10002143,2
1,10002146,1
1,10002148,2
1,10002149,2
1,10002151,2
1,10002154,2
1,10002156,2
1,10002158,2
1,10002162,0
1,10002163,2
1,10002166,1
1,10002167,2
1,10002168,0
1,10002170,2
1,10002173,1
1,10002174,2
1,10002177,2
1,10002179,2
1,10002181,2
1,10002183,2
1,10002184,1
1,10002185,1
1,10002186,2
1,10002187,0
1,10002190,0
1,10002192,2
1,10002195,2
1,10002196,2
1,10002197,0
1,10002198,2
1,10002199,2
1,10002200,0
1,10002202,2
1,10002203,2
1,10002204,1
1,10002205,0
1,10002208,0
1,10002209,0
1,10002212,1
1,10002213,0
1,10002215,2
1,10002216,2
1,10002218,0
1,10002220,2
1,10002224,2
1,10002225,2
1,10002227,2
1,10002228,2
1,10002229,0
1,10002230,2
1,10002234,2
1,10002240,2
1,10002245,2
1,10002246,1
1,10002247,2
1,10002249,2
1,10002255,2
1,10002256,2
1,10002257,2
1,10002260,1
1,10002261,2
1,10002263,2
1,10002264,2
1,10002265,0
1,10002266,2
1,10002267,2
1,10002268,2
1,10002269,2
1,10002270,2
1,10002272,1
1,10002274,2
1,10002276,0
1,10002278,2
1,10002279,0
1,10002280,0
1,10002283,2
1,10002284,1
1,10002286,0
1,10002287,0
1,10002288,2
1,10002289,2
1,10002290,2
1,10002291,2
1,10002294,0
1,10002295,2
1,10002296,0
1,10002297,2
1,10002298,2
1,10002299,0
1,10002300,2
1,10002301,2
1,10002304,2
1,10002305,1
1,10002306,2
1,10002307,2
1,10002309,2
1,10002312,1
1,10002314,2
1,10002316,2
1,10002317,2
1,10002318,2
1,10002319,2
1,10002320,0
1,10002321,2
1,10002322,2
1,10002323,0
1,10002325,2
1,10002328,1
1,10002331,2
1,10002333,0
1,10002334,1
1,10002335,0
1,10002337,2
1,10002343,2
1,10002344,0
1,10002346,2
1,10002347,2
1,10002348,0
1,10002351,2
1,10002352,2
1,10002358,2
1,10002361,2
1,10002362,0
1,10002364,2
1,10002367,2
1,10002370,2
1,10002372,2
1,10002376,0
1,10002377,2
1,10002378,2
1,10002383,2
1,10002385,0
1,10002386,2
1,10002394,2
1,10002395,2
1,10002397,2
1,10002399,2
1,10002400,2
1,10002402,0
1,10002406,0
1,10002408,2
1,10002409,2
1,10002410,2
1,10002411,2
1,10002414,2
1,10002416,1
1,10002419,2
1,10002420,2
1,10002421,0
1,10002423,2
1,10002424,2
1,10002425,0
1,10002426,2
1,10002427,1
1,10002428,0
1,10002431,0
1,10002433,0
1,10002434,2
1,10002435,2
1,10002436,0
1,10002440,2
1,10002443,2
1,10002446,2
1,10002448,2
1,10002450,0
1,10002453,2
1,10002454,2
1,10002455,2
1,10002457,2
1,10002459,1
1,10002462,2
1,10002464,2
1,10002465,0
1,10002466,0
1,10002467,0
1,10002469,2
1,10002470,0
1,10002471,2
1,10002473,2
1,10002476,2
1,10002478,2
1,10002480,0
1,10002485,2
1,10002486,2
1,10002487,2
1,10002488,2
1,10002491,2
1,10002492,2
1,10002494,2
1,10002496,2
1,10002497,2
1,10002502,2
1,10002503,2
1,10002505,2
1,10002507,2
1,10002513,2
1,10002515,0
1,10002516,2
1,10002518,2
1,10002522,1
1,10002523,2
1,10002525,2
1,10002526,0
1,10002530,2
1,10002533,2
1,10002540,2
1,10002541,0
1,10002543,2
1,10002545,2
1,10002548,0
1,10002549,2
1,10002550,2
1,10002551,0
1,10002554,2
1,10002559,2
1,10002560,2
1,10002561,2
1,10002568,2
1,10002572,2
1,10002574,2
1,10002576,0
1,10002578,2
1,10002580,1
1,10002584,0
1,10002590,2
1,10002591,0
1,10002592,2
1,10002593,0
1,10002596,2
1,10002597,2
1,10002599,0
1,10002603,2
1,10002604,1
1,10002606,0
1,10002610,2
1,10002613,2
1,10002614,1
1,10002615,2
1,10002617,2
1,10002618,2
1,10002619,1
1,10002625,2
1,10002626,2
1,10002627,0
1,10002628,2
1,10002629,0
1,10002630,2
1,10002631,2
1,10002632,2
1,10002634,2
1,10002635,2
1,10002636,0
1,10002638,2
1,10002639,2
1,10002642,0
1,10002647,0
1,10002650,2
1,10002652,2
1,10002653,1
1,10002654,2
1,10002659,2
1,10002661,2
1,10002662,2
1,10002663,2
1,10002664,2
1,10002667,0
1,10002673,2
1,10002676,2
1,10002677,0
1,10002678,2
1,10002679,2
1,10002680,2
1,10002682,0
1,10002683,2
1,10002684,2
1,10002685,2
1,10002688,0
1,10002689,0
1,10002690,2
1,10002691,2
1,10002692,0
1,10002694,0
1,10002695,2
1,10002697,2
1,10002698,2
1,10002699,2
1,10002700,0
1,10002701,0
1,10002702,2
1,10002703,2
1,10002704,2
1,10002707,2
1,10002710,0
1,10002713,2
1,10002714,0
1,10002716,2
1,10002717,2
1,10002720,2
1,10002724,2
1,10002727,0
1,10002729,0
1,10002732,2
1,10002734,2
1,10002735,2
1,10002736,2
1,10002739,2
1,10002742,2
1,10002744,2
1,10002745,0
1,10002747,0
1,10002748,2
1,10002751,2
1,10002752,2
1,10002754,2
1,10002758,2
1,10002759,2
1,10002760,2
1,10002762,2
1,10002767,2
1,10002768,2
1,10002769,2
1,10002771,2
1,10002775,1
1,10002776,2
1,10002777,2
1,10002778,2
1,10002779,0
1,10002781,2
1,10002782,2
1,10002783,2
1,10002785,2
1,10002786,2
1,10002791,0
1,10002793,2
1,10002797,2
1,10002799,0
1,10002800,0
1,10002801,2
1,10002802,0
1,10002803,2
1,10002804,2
1,10002806,2
1,10002807,1
1,10002808,2
1,10002809,2
1,10002810,2
1,10002812,2
1,10002813,0
1,10002814,2
1,10002816,2
1,10002817,2
1,10002818,2
1,10002821,2
1,10002823,0
1,10002824,0
1,10002825,0
1,10002827,2
1,10002829,2
1,10002830,2
1,10002833,1
1,10002834,1
1,10002835,2
1,10002839,2
1,10002840,0
1,10002841,2
1,10002842,2
1,10002846,2
1,10002848,2
1,10002849,2
1,10002855,2
1,10002857,2
1,10002858,2
1,10002859,2
1,10002862,1
1,10002863,2
1,10002864,0
1,10002866,2
1,10002867,2
1,10002868,1
1,10002869,2
1,10002870,2
1,10002871,0
1,10002873,2
1,10002874,2
1,10002876,2
1,10002877,0
1,10002878,2
1,10002882,1
1,10002883,2
1,10002884,2
1,10002886,0
1,10002887,0
1,10002888,2
1,10002889,2
1,10002891,2
1,10002893,2
1,10002894,0
1,10002895,2
1,10002896,2
1,10002897,2
1,10002899,2
1,10002901,2
1,10002906,2
1,10002907,2
1,10002908,0
1,10002910,0
1,10002911,2
1,10002912,2
1,10002913,2
1,10002915,0
1,10002917,2
1,10002918,2
1,10002919,2
1,10002920,1
1,10002922,2
1,10002923,2
1,10002924,2
1,10002925,2
1,10002927,2
1,10002929,0
1,10002930,0
1,10002932,2
1,10002933,2
1,10002934,2
1,10002935,2
1,10002936,2
1,10002938,2
1,10002939,2
1,10002941,1
1,10002942,2
1,10002944,0
1,10002945,2
1,10002946,2
1,10002948,2
1,10002954,2
1,10002955,2
1,10002957,2
1,10002959,2
1,10002961,2
1,10002963,2
1,10002965,0
1,10002966,0
1,10002969,2
1,10002971,2
1,10002972,2
1,10002975,0
1,10002980,2
1,10002982,2
1,10002983,2
1,10002984,2
1,10002990,1
1,10002991,2
1,10002992,2
1,10002994,2
1,10002995,2
1,10002998,2
1,10002999,2
1,10003001,2
1,10003008,2
1,10003009,2
1,10003010,2
1,10003011,2
1,10003013,2
1,10003014,0
1,10003015,0
1,10003017,0
1,10003018,2
1,10003020,2
1,10003021,2
1,10003022,2
1,10003023,2
1,10003028,2
1,10003029,0
1,10003031,2
1,10003033,0
1,10003038,2
1,10003041,2
1,10003042,1
1,10003043,2
1,10003048,2
1,10003049,2
1,10003050,2
1,10003052,2
1,10003053,2
1,10003054,2
1,10003055,2
1,10003060,2
1,10003061,2
1,10003063,0
1,10003064,2
1,10003065,2
1,10003066,2
1,10003070,2
1,10003073,2
1,10003074,1
1,10003079,2
1,10003083,2
1,10003085,2
1,10003086,2
1,10003087,2
1,10003088,1
1,10003089,2
1,10003095,2
1,10003096,2
1,10003100,1
1,10003101,2
1,10003102,2
1,10003103,2
1,10003104,0
1,10003108,2
1,10003109,2
1,10003111,2
1,10003113,2
1,10003116,2
1,10003117,1
1,10003119,2
1,10003121,0
1,10003123,0
1,10003124,2
1,10003125,2
1,10003126,2
1,10003127,2
1,10003132,2
1,10003135,1
1,10003137,2
1,10003141,2
1,10003143,0
1,10003144,2
1,10003145,2
1,10003146,2
1,10003149,2
1,10003150,1
1,10003152,2
1,10003155,0
1,10003156,2
1,10003157,0
1,10003158,0
1,10003159,0
1,10003161,0
1,10003162,1
1,10003163,2
1,10003164,0
1,10003165,2
1,10003168,2
1,10003170,1
1,10003171,2
1,10003172,2
